productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extCardType,extCardSubtype,extElement,extClass,extReserveCost,extSpeed,extFlavorText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extPower,extLife,extMemoryCost,extLevel,extDurability
494308,Magus Disciple,Magus Disciple,https://tcgplayer-cdn.tcgplayer.com/product/494308_200w.jpg,74,23123,https://cpt.tcgcsv.com/bLZ5,2023-04-28T04:03:10.867,1,Common,098,Your champion gets +1 level.<br>[Class Bonus] On Death: Draw a card. (Apply this effect only if your champion's class matches this card's class.),Ally,Human,Norm,Cleric;Mage,2,,<em>Harness mana and divert it to the archmage!</em>,36.0,39.47,199.99,,,Foil,1,1,,,
494308,Magus Disciple,Magus Disciple,https://tcgplayer-cdn.tcgplayer.com/product/494308_200w.jpg,74,23123,https://cpt.tcgcsv.com/bLZ5,2023-04-28T04:03:10.867,1,Common,098,Your champion gets +1 level.<br>[Class Bonus] On Death: Draw a card. (Apply this effect only if your champion's class matches this card's class.),Ally,Human,Norm,Cleric;Mage,2,,<em>Harness mana and divert it to the archmage!</em>,0.12,0.42,0.75,0.37,,Normal,1,1,,,
494309,Majestic Spirit's Crest,Majestic Spirits Crest,https://tcgplayer-cdn.tcgplayer.com/product/494309_200w.jpg,74,23123,https://cpt.tcgcsv.com/cLZ5,2023-04-28T04:03:10.867,1,Ultra Rare,063,"[Class Bonus] Banish Majestic Spirit's Crest: Your champion gains ""On Attack: Draw a card"" until end of turn.",Item;Regalia,Accessory,Crux,Warrior,,,<em>Those that can survive the demands of the spirits are rewarded immensely.</em>,699.99,850.6,1001.2,,,Foil,,,0,,
494309,Majestic Spirit's Crest,Majestic Spirits Crest,https://tcgplayer-cdn.tcgplayer.com/product/494309_200w.jpg,74,23123,https://cpt.tcgcsv.com/cLZ5,2023-04-28T04:03:10.867,1,Ultra Rare,063,"[Class Bonus] Banish Majestic Spirit's Crest: Your champion gains ""On Attack: Draw a card"" until end of turn.",Item;Regalia,Accessory,Crux,Warrior,,,<em>Those that can survive the demands of the spirits are rewarded immensely.</em>,2.96,4.25,9.96,2.97,,Normal,,,0,,
494310,Mana Limiter,Mana Limiter,https://tcgplayer-cdn.tcgplayer.com/product/494310_200w.jpg,74,23123,https://cpt.tcgcsv.com/dLZ5,2023-04-28T04:03:10.867,1,Uncommon,041,You can't remove enlighten counters from your champion to pay for costs. <br>Banish Mana Limiter: Draw a card. Activate this ability only if your champion has six or more enlighten counters on them.,Item;Regalia,Bauble,Norm,Mage,,,,0.12,0.25,0.75,,,Normal,,,0,,
494310,Mana Limiter,Mana Limiter,https://tcgplayer-cdn.tcgplayer.com/product/494310_200w.jpg,74,23123,https://cpt.tcgcsv.com/dLZ5,2023-04-28T04:03:10.867,1,Uncommon,041,You can't remove enlighten counters from your champion to pay for costs. <br>Banish Mana Limiter: Draw a card. Activate this ability only if your champion has six or more enlighten counters on them.,Item;Regalia,Bauble,Norm,Mage,,,,41.92,42.92,48.99,,,Foil,,,0,,
494311,Map of Hidden Passage,Map of Hidden Passage,https://tcgplayer-cdn.tcgplayer.com/product/494311_200w.jpg,74,23123,https://cpt.tcgcsv.com/fLZ5,2023-04-28T04:03:10.867,1,Super Rare,042,"Map of Hidden Passage enters the field rested.<br>REST, Banish Map of Hidden Passage: Until end of turn, units with stealth can't be intercepted.",Item;Regalia,Map,Norm,Assassin,,,<em>No great general can be considered clever if they do not account for cheaters.</em>,0.74,0.97,2.84,0.9,,Normal,,,0,,
494311,Map of Hidden Passage,Map of Hidden Passage,https://tcgplayer-cdn.tcgplayer.com/product/494311_200w.jpg,74,23123,https://cpt.tcgcsv.com/fLZ5,2023-04-28T04:03:10.867,1,Super Rare,042,"Map of Hidden Passage enters the field rested.<br>REST, Banish Map of Hidden Passage: Until end of turn, units with stealth can't be intercepted.",Item;Regalia,Map,Norm,Assassin,,,<em>No great general can be considered clever if they do not account for cheaters.</em>,35.0,67.5,99.99,,,Foil,,,0,,
494312,Mark the Target,Mark the Target,https://tcgplayer-cdn.tcgplayer.com/product/494312_200w.jpg,74,23123,https://cpt.tcgcsv.com/gLZ5,2023-04-28T04:03:10.867,1,Common,145,Deal 1 damage to target unit.<br>[Class Bonus] Put a preparation counter on your champion. (Apply this effect only if your champion's class matches this card's class.),Action,Skill,Fire,Assassin;Ranger,1,Fast,<em>Try and run.</em>,0.12,0.33,0.5,0.33,,Normal,,,,,
494312,Mark the Target,Mark the Target,https://tcgplayer-cdn.tcgplayer.com/product/494312_200w.jpg,74,23123,https://cpt.tcgcsv.com/gLZ5,2023-04-28T04:03:10.867,1,Common,145,Deal 1 damage to target unit.<br>[Class Bonus] Put a preparation counter on your champion. (Apply this effect only if your champion's class matches this card's class.),Action,Skill,Fire,Assassin;Ranger,1,Fast,<em>Try and run.</em>,34.5,35.0,39.99,,,Foil,,,,,
494313,Meadowbloom Dryad,Meadowbloom Dryad,https://tcgplayer-cdn.tcgplayer.com/product/494313_200w.jpg,74,23123,https://cpt.tcgcsv.com/hLZ5,2023-04-28T04:03:10.867,1,Uncommon,273,"Preserve (When this ally dies, put it into your material deck preserved. As you materialize, you may instead return a preserved card to your hand.)<br>[Class Bonus] Whenever Meadowbloom Dryad or another ally enters the field under your control, put a buff counter on target ally.",Ally,Dryad,Tera,Tamer,2,,,0.98,1.55,2.99,1.88,,Normal,1,3,,,
494313,Meadowbloom Dryad,Meadowbloom Dryad,https://tcgplayer-cdn.tcgplayer.com/product/494313_200w.jpg,74,23123,https://cpt.tcgcsv.com/hLZ5,2023-04-28T04:03:10.867,1,Uncommon,273,"Preserve (When this ally dies, put it into your material deck preserved. As you materialize, you may instead return a preserved card to your hand.)<br>[Class Bonus] Whenever Meadowbloom Dryad or another ally enters the field under your control, put a buff counter on target ally.",Ally,Dryad,Tera,Tamer,2,,,179.99,179.99,199.99,,,Foil,1,3,,,
494314,Melodious Flute,Melodious Flute,https://tcgplayer-cdn.tcgplayer.com/product/494314_200w.jpg,74,23123,https://cpt.tcgcsv.com/jLZ5,2023-04-28T04:03:10.867,1,Uncommon,043,Your champion gets +1 level as long as you control an Animal or Beast ally.<br>[Class Bonus] Banish Melodious Flute: The next Harmony action card you activate this turn is a Melody in addition to its other types.,Item;Regalia,Instrument,Norm,Tamer,,,,35.0,39.61,60.0,,,Foil,,,1,,
494314,Melodious Flute,Melodious Flute,https://tcgplayer-cdn.tcgplayer.com/product/494314_200w.jpg,74,23123,https://cpt.tcgcsv.com/jLZ5,2023-04-28T04:03:10.867,1,Uncommon,043,Your champion gets +1 level as long as you control an Animal or Beast ally.<br>[Class Bonus] Banish Melodious Flute: The next Harmony action card you activate this turn is a Melody in addition to its other types.,Item;Regalia,Instrument,Norm,Tamer,,,,0.1,0.25,0.5,,,Normal,,,1,,
494315,Menagerie Beastbonder,Menagerie Beastbonder,https://tcgplayer-cdn.tcgplayer.com/product/494315_200w.jpg,74,23123,https://cpt.tcgcsv.com/kLZ5,2023-04-28T04:03:10.867,1,Common,215,"Your champion gets +1 level as long as you control an Animal or Beast ally. <br>[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Ally,Human,Wind,Tamer,3,,,24.99,25.0,43.95,,,Foil,1,3,,,
494315,Menagerie Beastbonder,Menagerie Beastbonder,https://tcgplayer-cdn.tcgplayer.com/product/494315_200w.jpg,74,23123,https://cpt.tcgcsv.com/kLZ5,2023-04-28T04:03:10.867,1,Common,215,"Your champion gets +1 level as long as you control an Animal or Beast ally. <br>[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)",Ally,Human,Wind,Tamer,3,,,0.1,0.25,0.5,0.25,,Normal,1,3,,,
494316,"Merlin, Memory Thief",Merlin Memory Thief,https://tcgplayer-cdn.tcgplayer.com/product/494316_200w.jpg,74,23123,https://cpt.tcgcsv.com/lLZ5,2023-04-28T04:03:10.867,1,Common,017,"REST: Choose a card from a graveyard and banish it. If that card has floating memory, put a level counter on Merlin. (Champions get +1 level for each level counter on them.)",Champion,Human,Norm,Mage,,,<em>Just forget. It will be easier for you.</em>,0.15,0.47,0.5,0.31,,Normal,,22,2,2,
494317,Mind Freeze,Mind Freeze,https://tcgplayer-cdn.tcgplayer.com/product/494317_200w.jpg,74,23123,https://cpt.tcgcsv.com/mLZ5,2023-04-28T04:03:10.867,1,Uncommon,179,Banish LV cards at random from target opponent's memory. Return those cards to their memory at the beginning of their next end phase. (LV refers to your champion's level.)<br>[Class Bonus] Floating Memory,Action,Spell,Water,Mage,5,Slow,,59.99,76.48,80.21,,,Foil,,,,,
494317,Mind Freeze,Mind Freeze,https://tcgplayer-cdn.tcgplayer.com/product/494317_200w.jpg,74,23123,https://cpt.tcgcsv.com/mLZ5,2023-04-28T04:03:10.867,1,Uncommon,179,Banish LV cards at random from target opponent's memory. Return those cards to their memory at the beginning of their next end phase. (LV refers to your champion's level.)<br>[Class Bonus] Floating Memory,Action,Spell,Water,Mage,5,Slow,,0.25,0.44,1.35,0.38,,Normal,,,,,
494318,Mist Resonance,Mist Resonance,https://tcgplayer-cdn.tcgplayer.com/product/494318_200w.jpg,74,23123,https://cpt.tcgcsv.com/nLZ5,2023-04-28T04:03:10.867,1,Rare,180,"Allies you control get +1 life until end of turn.<br>[Class Bonus] Harmonize — If you've activated a Melody card this turn, allies you control assign damage with their life stat instead of power stat until end of turn.",Action,Harmony;Skill,Water,Tamer,5,Fast,,79.99,79.99,79.99,,,Foil,,,,,
494318,Mist Resonance,Mist Resonance,https://tcgplayer-cdn.tcgplayer.com/product/494318_200w.jpg,74,23123,https://cpt.tcgcsv.com/nLZ5,2023-04-28T04:03:10.867,1,Rare,180,"Allies you control get +1 life until end of turn.<br>[Class Bonus] Harmonize — If you've activated a Melody card this turn, allies you control assign damage with their life stat instead of power stat until end of turn.",Action,Harmony;Skill,Water,Tamer,5,Fast,,0.48,0.99,1.8,0.5,,Normal,,,,,
494319,Mistbound Cutthroat,Mistbound Cutthroat,https://tcgplayer-cdn.tcgplayer.com/product/494319_200w.jpg,74,23123,https://cpt.tcgcsv.com/pLZ5,2023-04-28T04:03:10.867,1,Super Rare,181,"[Level 3+] Whenever another ally card enters your graveyard from your deck, return Mistbound Cutthroat from your graveyard to the field rested.",Ally,Selkie,Water,Assassin,4,,<em>Beware the selkies of the deep.</em>,46.03,49.09,89.99,,,Foil,3,1,,,
494319,Mistbound Cutthroat,Mistbound Cutthroat,https://tcgplayer-cdn.tcgplayer.com/product/494319_200w.jpg,74,23123,https://cpt.tcgcsv.com/pLZ5,2023-04-28T04:03:10.867,1,Super Rare,181,"[Level 3+] Whenever another ally card enters your graveyard from your deck, return Mistbound Cutthroat from your graveyard to the field rested.",Ally,Selkie,Water,Assassin,4,,<em>Beware the selkies of the deep.</em>,3.98,3.99,10.0,2.54,,Normal,3,1,,,
494320,Mistbound Watcher,Mistbound Watcher,https://tcgplayer-cdn.tcgplayer.com/product/494320_200w.jpg,74,23123,https://cpt.tcgcsv.com/qLZ5,2023-04-28T04:03:10.867,1,Common,182,"[Class Bonus] At the beginning of your end phase, put an enlighten counter on your champion. (You may remove three enlighten counters from your champion to draw a card. Apply this effect only if your champion's class matches this card's class.)",Ally,Spirit,Water,Mage,2,,<em>Enlightenment in pensive calm.</em>,0.15,0.39,0.5,0.4,,Normal,0,3,,,
494320,Mistbound Watcher,Mistbound Watcher,https://tcgplayer-cdn.tcgplayer.com/product/494320_200w.jpg,74,23123,https://cpt.tcgcsv.com/qLZ5,2023-04-28T04:03:10.867,1,Common,182,"[Class Bonus] At the beginning of your end phase, put an enlighten counter on your champion. (You may remove three enlighten counters from your champion to draw a card. Apply this effect only if your champion's class matches this card's class.)",Ally,Spirit,Water,Mage,2,,<em>Enlightenment in pensive calm.</em>,10.7,11.78,12.85,,,Foil,0,3,,,
494321,"Mordred, Flawless Blade",Mordred Flawless Blade,https://tcgplayer-cdn.tcgplayer.com/product/494321_200w.jpg,74,23123,https://cpt.tcgcsv.com/rLZ5,2023-04-28T04:03:10.867,1,Common,018,"Attack cards in your graveyard have floating memory. (While paying for a memory cost, you may banish a card with floating memory from your graveyard to pay for 1 of that cost.)",Champion,Human,Norm,Warrior,,,"<em>Do try to keep up, won't you?</em>",0.1,0.25,0.5,0.25,,Normal,,24,2,2,
494322,"Nia, Mistveiled Scout",Nia Mistveiled Scout,https://tcgplayer-cdn.tcgplayer.com/product/494322_200w.jpg,74,23123,https://cpt.tcgcsv.com/sLZ5,2023-04-28T04:03:10.867,1,Rare,183,"[Class Bonus] Stealth (This unit can't be targeted by attacks unless permitted by true sight.)<br>On Enter: Look at target opponent's memory, then choose any card name. <br>Cards with the chosen name cost 1 more to play.",Ally;Unique,Human,Water,Assassin,3,,,5.8,7.4,8.99,3.32,,Normal,1,3,,,
494322,"Nia, Mistveiled Scout",Nia Mistveiled Scout,https://tcgplayer-cdn.tcgplayer.com/product/494322_200w.jpg,74,23123,https://cpt.tcgcsv.com/sLZ5,2023-04-28T04:03:10.867,1,Rare,183,"[Class Bonus] Stealth (This unit can't be targeted by attacks unless permitted by true sight.)<br>On Enter: Look at target opponent's memory, then choose any card name. <br>Cards with the chosen name cost 1 more to play.",Ally;Unique,Human,Water,Assassin,3,,,289.21,289.6,289.99,,,Foil,1,3,,,
494323,"Nimue, Cursed Touch",Nimue Cursed Touch,https://tcgplayer-cdn.tcgplayer.com/product/494323_200w.jpg,74,23123,https://cpt.tcgcsv.com/tLZ5,2023-04-28T04:03:10.867,1,Super Rare,099,"[Class Bonus] Whenever you activate an action card that targets an ally, destroy that ally.",Ally;Unique,Human,Norm,Mage,3,,"<em>Excalibur holds a fickle temperament and hasn't stirred for decades. There was a mage who sought to remedy it, but I can't remember her name...</em>",160.0,174.98,174.99,,,Foil,1,3,,,
494323,"Nimue, Cursed Touch",Nimue Cursed Touch,https://tcgplayer-cdn.tcgplayer.com/product/494323_200w.jpg,74,23123,https://cpt.tcgcsv.com/tLZ5,2023-04-28T04:03:10.867,1,Super Rare,099,"[Class Bonus] Whenever you activate an action card that targets an ally, destroy that ally.",Ally;Unique,Human,Norm,Mage,3,,"<em>Excalibur holds a fickle temperament and hasn't stirred for decades. There was a mage who sought to remedy it, but I can't remember her name...</em>",3.05,4.37,19.99,2.07,,Normal,1,3,,,
494324,Opening Cut,Opening Cut,https://tcgplayer-cdn.tcgplayer.com/product/494324_200w.jpg,74,23123,https://cpt.tcgcsv.com/vLZ5,2023-04-28T04:03:10.867,1,Common,100,"[Class Bonus] As long as you have exactly one card in your memory, Opening Cut gets +2 power?. (Apply this effect only if your champion's class matches this card's class.)",Attack,Sword,Norm,Assassin,1,,"<em>Fair fights only exist within honorable duels. In true battle, the quickest to act is usually the victor.</em>",7.5,7.76,14.99,,,Foil,1,,,,
494324,Opening Cut,Opening Cut,https://tcgplayer-cdn.tcgplayer.com/product/494324_200w.jpg,74,23123,https://cpt.tcgcsv.com/vLZ5,2023-04-28T04:03:10.867,1,Common,100,"[Class Bonus] As long as you have exactly one card in your memory, Opening Cut gets +2 power?. (Apply this effect only if your champion's class matches this card's class.)",Attack,Sword,Norm,Assassin,1,,"<em>Fair fights only exist within honorable duels. In true battle, the quickest to act is usually the victor.</em>",0.1,0.25,0.5,,,Normal,1,,,,
494325,Orb of Glitter,Orb of Glitter,https://tcgplayer-cdn.tcgplayer.com/product/494325_200w.jpg,74,23123,https://cpt.tcgcsv.com/wLZ5,2023-04-28T04:03:10.867,1,Super Rare,044,"At the beginning of your recollection phase, glimpse 1.<br>Banish Orb of Glitter: Draw a card.",Item;Regalia,Bauble,Norm,Mage,,,"<em>These orbs adorn many studies of fortune-tellers. In the hands of a diviner, it is truly a tool of great power.</em>",139.99,139.99,139.99,,,Foil,,,1,,
494325,Orb of Glitter,Orb of Glitter,https://tcgplayer-cdn.tcgplayer.com/product/494325_200w.jpg,74,23123,https://cpt.tcgcsv.com/wLZ5,2023-04-28T04:03:10.867,1,Super Rare,044,"At the beginning of your recollection phase, glimpse 1.<br>Banish Orb of Glitter: Draw a card.",Item;Regalia,Bauble,Norm,Mage,,,"<em>These orbs adorn many studies of fortune-tellers. In the hands of a diviner, it is truly a tool of great power.</em>",0.53,1.01,3.0,1.1,,Normal,,,1,,
494326,Orb of Regret,Orb of Regret,https://tcgplayer-cdn.tcgplayer.com/product/494326_200w.jpg,74,23123,https://cpt.tcgcsv.com/xLZ5,2023-04-28T04:03:10.867,1,Super Rare,045,"Banish Orb of Regret: Shuffle up to three cards from your hand into your deck, then draw that many cards.",Item;Regalia,Bauble,Norm,Cleric,,,"<em>No being is truly bound to their fate, at least not when the will of the divine can be swayed.</em>",199.99,200.49,200.99,,,Foil,,,0,,
494326,Orb of Regret,Orb of Regret,https://tcgplayer-cdn.tcgplayer.com/product/494326_200w.jpg,74,23123,https://cpt.tcgcsv.com/xLZ5,2023-04-28T04:03:10.867,1,Super Rare,045,"Banish Orb of Regret: Shuffle up to three cards from your hand into your deck, then draw that many cards.",Item;Regalia,Bauble,Norm,Cleric,,,"<em>No being is truly bound to their fate, at least not when the will of the divine can be swayed.</em>",3.95,4.99,15.0,4.98,,Normal,,,0,,
494327,Ornamental Greatsword,Ornamental Greatsword,https://tcgplayer-cdn.tcgplayer.com/product/494327_200w.jpg,74,23123,https://cpt.tcgcsv.com/zLZ5,2023-04-28T04:03:10.867,1,Common,046,[Class Bonus] On Enter: Target ally you control gets +1 power until end of turn. (Apply this effect only if your champion's class matches this card's class.),Weapon;Regalia,Sword,Norm,Warrior;Guardian,,,"<em>An ornate and pristine sword used ceremoniously with great effect, though dull of edge.</em>",0.1,0.25,0.5,0.25,,Normal,1,,0,,1
494327,Ornamental Greatsword,Ornamental Greatsword,https://tcgplayer-cdn.tcgplayer.com/product/494327_200w.jpg,74,23123,https://cpt.tcgcsv.com/zLZ5,2023-04-28T04:03:10.867,1,Common,046,[Class Bonus] On Enter: Target ally you control gets +1 power until end of turn. (Apply this effect only if your champion's class matches this card's class.),Weapon;Regalia,Sword,Norm,Warrior;Guardian,,,"<em>An ornate and pristine sword used ceremoniously with great effect, though dull of edge.</em>",20.0,27.99,28.98,,,Foil,1,,0,,1
494328,Owl Familiar,Owl Familiar,https://tcgplayer-cdn.tcgplayer.com/product/494328_200w.jpg,74,23123,https://cpt.tcgcsv.com/BLZ5,2023-04-28T04:03:10.867,1,Common,101,"[Class Bonus] On Enter: Glimpse 2. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order. Apply this effect only if your champion's class matches this card's class.)",Ally,Animal;Bird,Norm,Mage;Tamer,1,,,13.99,18.0,19.22,,,Foil,1,1,,,
494328,Owl Familiar,Owl Familiar,https://tcgplayer-cdn.tcgplayer.com/product/494328_200w.jpg,74,23123,https://cpt.tcgcsv.com/BLZ5,2023-04-28T04:03:10.867,1,Common,101,"[Class Bonus] On Enter: Glimpse 2. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order. Apply this effect only if your champion's class matches this card's class.)",Ally,Animal;Bird,Norm,Mage;Tamer,1,,,0.1,0.25,0.5,0.28,,Normal,1,1,,,
494329,Patient Rogue,Patient Rogue,https://tcgplayer-cdn.tcgplayer.com/product/494329_200w.jpg,74,23123,https://cpt.tcgcsv.com/CLZ5,2023-04-28T04:03:10.867,1,Uncommon,146,"[Class Bonus] Patient Rogue has stealth as long as it's awake. (This unit can't be targeted by attacks unless permitted by true sight.)<br>At the beginning of your recollection phase, Patient Rogue gets +3 power until end of turn.",Ally,Human,Fire,Assassin,2,,,0.1,0.25,0.5,0.15,,Normal,0,2,,,
494330,Peer into Mana,Peer into Mana,https://tcgplayer-cdn.tcgplayer.com/product/494330_200w.jpg,74,23123,https://cpt.tcgcsv.com/DLZ5,2023-04-28T04:03:10.867,1,Common,102,Put 2+LV enlighten counters on your champion. (LV refers to your champion's level. You may remove three enlighten counters from your champion to draw a card.),Action,Skill,Norm,Mage,4,Slow,<em>Few have such innate talent to probe pure mana. Fewer still can exquisitely mold it.</em>,20.96,20.97,27.99,,,Foil,,,,,
494330,Peer into Mana,Peer into Mana,https://tcgplayer-cdn.tcgplayer.com/product/494330_200w.jpg,74,23123,https://cpt.tcgcsv.com/DLZ5,2023-04-28T04:03:10.867,1,Common,102,Put 2+LV enlighten counters on your champion. (LV refers to your champion's level. You may remove three enlighten counters from your champion to draw a card.),Action,Skill,Norm,Mage,4,Slow,<em>Few have such innate talent to probe pure mana. Fewer still can exquisitely mold it.</em>,0.2,0.44,0.7,0.46,,Normal,,,,,
494331,Phalanx Captain,Phalanx Captain,https://tcgplayer-cdn.tcgplayer.com/product/494331_200w.jpg,74,23123,https://cpt.tcgcsv.com/FLZ5,2023-04-28T04:03:10.867,1,Rare,216,[Class Bonus] This card costs 1 less to activate for each Human ally you control. (Apply this effect only if your champion's class matches this card's class.)<br>Other Human allies you control get +1 power as long as they're attacking.,Ally,Human,Wind,Warrior,5,,,1.36,1.38,2.86,,,Normal,1,4,,,
494331,Phalanx Captain,Phalanx Captain,https://tcgplayer-cdn.tcgplayer.com/product/494331_200w.jpg,74,23123,https://cpt.tcgcsv.com/FLZ5,2023-04-28T04:03:10.867,1,Rare,216,[Class Bonus] This card costs 1 less to activate for each Human ally you control. (Apply this effect only if your champion's class matches this card's class.)<br>Other Human allies you control get +1 power as long as they're attacking.,Ally,Human,Wind,Warrior,5,,,169.99,169.99,169.99,,,Foil,1,4,,,
494332,Piper's Lullaby,Pipers Lullaby,https://tcgplayer-cdn.tcgplayer.com/product/494332_200w.jpg,74,23123,https://cpt.tcgcsv.com/GLZ5,2023-04-28T04:03:10.867,1,Uncommon,184,"If you control an Animal or Beast ally, your champion gets +1 level until end of turn.<br>[Class Bonus] Rest up to one target ally. (Apply this effect only if your champion's class matches this card's class.)",Action,Melody;Skill,Water,Tamer,1,Slow,<em>Music that soothes beast and man alike.</em>,38.99,38.99,38.99,,,Foil,,,,,
494332,Piper's Lullaby,Pipers Lullaby,https://tcgplayer-cdn.tcgplayer.com/product/494332_200w.jpg,74,23123,https://cpt.tcgcsv.com/GLZ5,2023-04-28T04:03:10.867,1,Uncommon,184,"If you control an Animal or Beast ally, your champion gets +1 level until end of turn.<br>[Class Bonus] Rest up to one target ally. (Apply this effect only if your champion's class matches this card's class.)",Action,Melody;Skill,Water,Tamer,1,Slow,<em>Music that soothes beast and man alike.</em>,0.15,0.51,1.0,0.64,,Normal,,,,,
494333,Planted Explosive,Planted Explosive,https://tcgplayer-cdn.tcgplayer.com/product/494333_200w.jpg,74,23123,https://cpt.tcgcsv.com/HLZ5,2023-04-28T04:03:10.867,1,Common,147,"Prepare 1 (You may remove a preparation counter from your champion as you activate this card.)<br>Deal 2 damage to target unit. If Planted Explosive was prepared, deal 4 damage to that unit instead.",Action,Skill,Fire,Assassin,2,Fast,<em>Watch your step; it could be your last.</em>,0.2,0.25,0.5,,,Normal,,,,,
494333,Planted Explosive,Planted Explosive,https://tcgplayer-cdn.tcgplayer.com/product/494333_200w.jpg,74,23123,https://cpt.tcgcsv.com/HLZ5,2023-04-28T04:03:10.867,1,Common,147,"Prepare 1 (You may remove a preparation counter from your champion as you activate this card.)<br>Deal 2 damage to target unit. If Planted Explosive was prepared, deal 4 damage to that unit instead.",Action,Skill,Fire,Assassin,2,Fast,<em>Watch your step; it could be your last.</em>,34.99,34.99,34.99,,,Foil,,,,,
494334,Poised Strike,Poised Strike,https://tcgplayer-cdn.tcgplayer.com/product/494334_200w.jpg,74,23123,https://cpt.tcgcsv.com/JLZ5,2023-04-28T04:03:10.867,1,Common,217,"Prepare 1 (You may remove a preparation counter from your champion as you activate this card.)<br>[Class Bonus] On Hit: If Poised Strike was prepared, wake up your champion. (Apply this effect only if your champion's class matches this card's class.)",Attack,Dagger,Wind,Assassin,2,,,18.97,18.97,18.97,,,Foil,3,,,,
494334,Poised Strike,Poised Strike,https://tcgplayer-cdn.tcgplayer.com/product/494334_200w.jpg,74,23123,https://cpt.tcgcsv.com/JLZ5,2023-04-28T04:03:10.867,1,Common,217,"Prepare 1 (You may remove a preparation counter from your champion as you activate this card.)<br>[Class Bonus] On Hit: If Poised Strike was prepared, wake up your champion. (Apply this effect only if your champion's class matches this card's class.)",Attack,Dagger,Wind,Assassin,2,,,0.15,0.3,0.74,0.2,,Normal,3,,,,
494335,Poisoned Coating Oil,Poisoned Coating Oil,https://tcgplayer-cdn.tcgplayer.com/product/494335_200w.jpg,74,23123,https://cpt.tcgcsv.com/KLZ5,2023-04-28T04:03:10.867,1,Rare,047,Banish Poisoned Coating Oil: Target ally you control with stealth gets +2 power until end of turn.,Item;Regalia,Accessory,Norm,Assassin,,,<em>Skills are not always the most lethal weapon in an assassin's toolbox.</em>,0.24,0.75,2.0,0.44,,Normal,,,0,,
494335,Poisoned Coating Oil,Poisoned Coating Oil,https://tcgplayer-cdn.tcgplayer.com/product/494335_200w.jpg,74,23123,https://cpt.tcgcsv.com/KLZ5,2023-04-28T04:03:10.867,1,Rare,047,Banish Poisoned Coating Oil: Target ally you control with stealth gets +2 power until end of turn.,Item;Regalia,Accessory,Norm,Assassin,,,<em>Skills are not always the most lethal weapon in an assassin's toolbox.</em>,69.99,69.99,69.99,,,Foil,,,0,,
494336,Poisoned Dagger,Poisoned Dagger,https://tcgplayer-cdn.tcgplayer.com/product/494336_200w.jpg,74,23123,https://cpt.tcgcsv.com/LLZ5,2023-04-28T04:03:10.867,1,Uncommon,048,"Poisoned Dagger enters the field rested.<br>REST, Banish Poisoned Dagger: Deal 1 damage to target unit. Class Bonus: Until end of turn, if that unit were to take damage, it takes that much damage plus 1 instead.",Item;Regalia,Dagger,Norm,Assassin,,,<em>A little poison goes a long way.</em>,0.2,0.23,0.5,0.2,,Normal,,,0,,
494336,Poisoned Dagger,Poisoned Dagger,https://tcgplayer-cdn.tcgplayer.com/product/494336_200w.jpg,74,23123,https://cpt.tcgcsv.com/LLZ5,2023-04-28T04:03:10.867,1,Uncommon,048,"Poisoned Dagger enters the field rested.<br>REST, Banish Poisoned Dagger: Deal 1 damage to target unit. Class Bonus: Until end of turn, if that unit were to take damage, it takes that much damage plus 1 instead.",Item;Regalia,Dagger,Norm,Assassin,,,<em>A little poison goes a long way.</em>,20.0,40.0,59.99,,,Foil,,,0,,
494337,Port Smuggler,Port Smuggler,https://tcgplayer-cdn.tcgplayer.com/product/494337_200w.jpg,74,23123,https://cpt.tcgcsv.com/MLZ5,2023-04-28T04:03:10.867,1,Common,103,[Class Bonus] Port Smuggler's attacks can't be intercepted. (Apply this effect only if your champion's class matches this card's class.),Ally,Human,Norm,Assassin,2,,<em>Anything is possible with some coin and a glib tongue.</em>,27.98,34.99,41.98,,,Foil,1,2,,,
494337,Port Smuggler,Port Smuggler,https://tcgplayer-cdn.tcgplayer.com/product/494337_200w.jpg,74,23123,https://cpt.tcgcsv.com/MLZ5,2023-04-28T04:03:10.867,1,Common,103,[Class Bonus] Port Smuggler's attacks can't be intercepted. (Apply this effect only if your champion's class matches this card's class.),Ally,Human,Norm,Assassin,2,,<em>Anything is possible with some coin and a glib tongue.</em>,0.2,0.25,0.5,0.2,,Normal,1,2,,,
494338,Power Overwhelming,Power Overwhelming,https://tcgplayer-cdn.tcgplayer.com/product/494338_200w.jpg,74,23123,https://cpt.tcgcsv.com/NLZ5,2023-04-28T04:03:10.867,1,Super Rare,245,Remove any amount of enlighten counters from your champion. Your champion gets +1 level for each counter removed this way until end of turn.,Action,Spell,Arcane,Mage,0,Fast,<em>Power without semblance of subtlety. One would do well to discard notions of escaping unscathed when battling a full-fledged arcanist.</em>,1.96,1.98,5.0,,,Normal,,,,,
